,Unnamed: 0,LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
365,365,366,Jul,3,01:06:37,authorMacBook-Pro,sharingd,30299,,01:06:37.436 : Scanning mode Contacts Only,E70,
366,366,367,Jul,3,01:06:37,authorMacBook-Pro,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",E331,"USBMSC Identifier (non-unique): <*> <*> <*> <*>, <*>"
367,367,368,Jul,3,01:06:48,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
368,368,369,Jul,3,01:07:08,authorMacBook-Pro,kernel,0,,"ARPT: 671889.268467: wl0: setup_keepalive: Seq: 2040703749, Ack: 3006590414, Win size: 4096",E148,"ARPT: <*>: <*>: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>"
369,369,370,Jul,3,01:31:00,authorMacBook-Pro,kernel,0,,"ARPT: 671958.142550: wl0: setup_keepalive: Local port: 49791, Remote port: 5223",E146,"ARPT: <*>: <*>: setup_keepalive: Local port: <*>, Remote port: <*>"
370,370,371,Jul,3,01:42:26,authorMacBook-Pro,sharingd,30299,,01:42:26.004 : BTLE scanning stopped,E66,
371,371,372,Jul,3,01:54:51,authorMacBook-Pro,sandboxd,129,[32992],com.apple.Addres(32992) deny network-outbound /private/var/run/mDNSResponder,E52,com.apple.Addres(<*>) deny network-outbound <*>
372,372,373,Jul,3,01:58:00,authorMacBook-Pro,ntpd,207,,wake time set +0.270003 s,E339,wake time set <*>
373,373,374,Jul,3,01:58:04,authorMacBook-Pro,kernel,0,,"ARPT: 672041.595629: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10",E144,"ARPT: <*>: <*>: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
374,374,375,Jul,3,02:07:59,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,E293,Previous sleep cause: <*>
375,375,376,Jul,3,02:07:59,authorMacBook-Pro,hidd,98,,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,E37,[<*>] [<*>] <*>::<*> <*>
376,376,377,Jul,3,02:08:34,authorMacBook-Pro,kernel,0,,"ARPT: 672113.005012: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10",E144,"ARPT: <*>: <*>: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
377,377,378,Jul,3,02:08:34,authorMacBook-Pro,kernel,0,,"ARPT: 672113.005034: wl0: setup_keepalive: Seq: 1128495564, Ack: 3106452487, Win size: 4096",E148,"ARPT: <*>: <*>: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>"
378,378,379,Jul,3,02:19:59,authorMacBook-Pro,kernel,0,,ARPT: 672115.511090: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],E125,ARPT: <*>: <*>::<*>: WWEN[<*>]
379,379,380,Jul,3,02:20:05,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000300,E120,AppleCamIn::systemWakeCall - messageType = <*>
380,380,381,Jul,3,02:32:01,authorMacBook-Pro,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 09:32:01 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),E48,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=<*> when=<*> confidence=<*> from=(<*>)/(<*>) (UABestAppSuggestionManager.m #<*>)
381,381,382,Jul,3,03:07:51,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
382,382,383,Jul,3,03:07:55,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
383,383,384,Jul,3,03:31:43,authorMacBook-Pro,sharingd,30299,,03:31:43.005 : BTLE scanning stopped,E66,<*> : BTLE scanning stopped
384,384,385,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c9114551ab225b has no prefix,E75,in6_unlink_ifa: IPv6 address <*> has no prefix
385,385,386,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread
386,386,387,Jul,3,03:43:40,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,E293,Previous sleep cause: <*>
387,387,388,Jul,3,03:43:40,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,E57,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us
388,388,389,Jul,3,03:44:10,authorMacBook-Pro,kernel,0,,ARPT: 672405.912863: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f,E142,ARPT: <*>: <*>: MDNS: IPV6 Addr: <*>
389,389,390,Jul,3,03:55:39,authorMacBook-Pro,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520765684.9",E271,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>"
390,390,391,Jul,3,03:55:49,authorMacBook-Pro,locationd,82,,Location icon should now be in state 'Inactive',E259,Location icon should now be in state '<*>'
391,391,392,Jul,3,03:56:18,authorMacBook-Pro,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface en0 (10.142.110.44),E261,mDNS_DeregisterInterface: Frequent transitions for interface <*> (<*>)
392,392,393,Jul,3,04:08:14,authorMacBook-Pro,kernel,0,,ARPT: 672487.663921: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f,E142,ARPT: <*>: <*>: MDNS: IPV6 Addr: <*>
393,393,394,Jul,3,04:19:59,authorMacBook-Pro,sandboxd,129,[33047],com.apple.Addres(33047) deny network-outbound /private/var/run/mDNSResponder,E52,com.apple.Addres(<*>) deny <*> <*>
394,394,395,Jul,3,04:31:30,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
395,395,396,Jul,3,04:31:31,authorMacBook-Pro,ntpd,207,,wake time set -0.331349 s,E339,wake time set <*> s
396,396,397,Jul,3,04:43:26,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread
397,397,398,Jul,3,04:43:49,authorMacBook-Pro,sandboxd,129,[33056],com.apple.Addres(33056) deny network-outbound /private/var/run/mDNSResponder,E52,com.apple.Addres(<*>) deny <*> <*>
398,398,399,Jul,3,04:55:22,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
399,399,400,Jul,3,04:55:22,authorMacBook-Pro,kernel,0,,RTC: PowerByCalendarDate setting ignored,E296,RTC: PowerByCalendarDate setting ignored
400,400,401,Jul,3,05:07:13,authorMacBook-Pro,kernel,0,,"en0: channel changed to 132,+1",E208,"en0: channel changed to <*>,<*>"
401,401,402,Jul,3,05:19:07,authorMacBook-Pro,kernel,0,,"ARPT: 672663.206073: wl0: wl_update_tcpkeep_seq: Original Seq: 2185760336, Ack: 2085655440, Win size: 4096",E149,"ARPT: <*>: <*>: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>"
402,402,403,Jul,3,05:30:59,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,E55,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>
403,403,404,Jul,3,05:31:00,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,E161,button report: <*>
404,404,405,Jul,3,05:31:03,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,E119,AppleCamIn::handleWakeEvent_gated
405,405,406,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,ARPT: 672735.825491: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,E139,ARPT: <*>: <*>: <*>: <*>
406,406,407,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 6,E55,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>
407,407,408,Jul,3,05:57:59,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
408,408,409,Jul,3,05:58:10,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33109,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
409,409,410,Jul,3,06:09:46,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 0,E312,sigio_handler: sigio_handler_active != <*>
410,410,411,Jul,3,06:09:56,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
411,411,412,Jul,3,06:22:02,authorMacBook-Pro,kernel,0,,Sandbox: com.apple.Addres(33119) deny(1) network-outbound /private/var/run/mDNSResponder,E300,Sandbox: <*>(<*>) <*>(<*>) <*> <*>
412,412,413,Jul,3,06:22:20,authorMacBook-Pro,kernel,0,,"ARPT: 672922.026642: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>: <*>: MDNS: <*> SRV Recs, <*> TXT Recs"
413,413,414,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.537944: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],E125,ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: WWEN[<*>]
414,414,415,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.539048: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],E128,ARPT: <*>: AirPort_Brcm43xx::syncPowerState: WWEN[<*>]
415,415,416,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E252,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
416,416,417,Jul,3,06:45:42,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
417,417,418,Jul,3,06:45:43,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
418,418,419,Jul,3,06:46:03,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
419,419,420,Jul,3,06:46:24,authorMacBook-Pro,kernel,0,,ARPT: 673002.849007: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,E142,ARPT: <*>: <*>: MDNS: IPV6 Addr: <*>
420,420,421,Jul,3,06:57:52,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E252,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
421,421,422,Jul,3,06:57:52,authorMacBook-Pro,sharingd,30299,,06:57:52.002 : Purged contact hashes,E69,<*> : <*>
422,422,423,Jul,3,07:09:47,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
423,423,424,Jul,3,07:10:10,authorMacBook-Pro,sandboxd,129,[33139],com.apple.Addres(33139) deny network-outbound /private/var/run/mDNSResponder,E52,com.apple.Addres(<*>) deny network-outbound <*>
424,424,425,Jul,3,07:10:13,authorMacBook-Pro,sandboxd,129,[33139],com.apple.Addres(33139) deny network-outbound /private/var/run/mDNSResponder,E52,com.apple.Addres(<*>) deny network-outbound <*>
425,425,426,Jul,3,07:21:45,authorMacBook-Pro,kernel,0,,ARPT: 673078.174655: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],E124,ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: WWEN[<*>]
426,426,427,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,"ARPT: 673110.784021: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4039579370, Ack 2406464715, Win size 278",E150,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>"
427,427,428,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
428,428,429,Jul,3,07:33:34,authorMacBook-Pro,sharingd,30299,,07:33:34.878 : BTLE scanning started,E65,<*> : BTLE scanning started
429,429,430,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
430,430,431,Jul,3,07:33:35,authorMacBook-Pro,kernel,0,,"IOPMrootDomain: idle cancel, state 1",E250,"IOPMrootDomain: idle cancel, state <*>"
431,431,432,Jul,3,07:45:34,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,E57,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us
432,432,433,Jul,3,07:45:55,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>
433,433,434,Jul,3,08:21:18,authorMacBook-Pro,kernel,0,,ARPT: 673255.225425: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],E125,ARPT: <*>: AirPort_Brcm43xx::platformWoWEnable: WWEN[<*>]
434,434,435,Jul,3,08:21:18,authorMacBook-Pro,sharingd,30299,,08:21:18.004 : Discoverable mode changed to Off,E67,<*> : Discoverable mode changed to Off
435,435,436,Jul,3,08:33:15,authorMacBook-Pro,kernel,0,,"ARPT: 673289.745639: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1578355965, Ack 2401645769, Win size 278",E150,"ARPT: <*>: <*>: wl_update_tcpkeep_seq: Updated seq/ack/win from <*> Seq <*>, Ack <*>, Win size <*>"
436,436,437,Jul,3,08:33:41,authorMacBook-Pro,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520783088.4",E271,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>"
437,437,438,Jul,3,08:33:45,authorMacBook-Pro,kernel,0,,"ARPT: 673321.718258: wl0: setup_keepalive: Local port: 50542, Remote port: 5223",E146,"ARPT: <*>: <*>: setup_keepalive: Local port: <*>, Remote port: <*>"
438,438,439,Jul,3,08:33:47,authorMacBook-Pro,kernel,0,,"PM response took 1857 ms (54, powerd)",E288,"PM response took <*> ms (<*>, <*>)"
439,439,440,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,"ARPT: 673324.060219: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 815278018, Ack 1982345407, Win size 278",E150,"ARPT: <*>: <*>: wl_update_tcpkeep_seq: Updated seq/ack/win from <*> Seq <*>, Ack <*>, Win size <*>"
440,440,441,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout,E132,ARPT: <*>: ARPT: Wake Reason: <*>
441,441,442,Jul,3,08:59:58,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>
442,442,443,Jul,3,09:00:02,authorMacBook-Pro,kernel,0,,"ARPT: 673399.580233: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 13027,",E134,"'ARPT: <*>: IOPMPowerSource Information: <*>, SleepType: <*>, 'ExternalConnected': <*>, 'TimeRemaining': <*>,'"
443,443,444,Jul,3,09:09:20,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 8,E55,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>
444,444,445,Jul,3,09:09:50,authorMacBook-Pro,kernel,0,,"ARPT: 673431.714836: wl0: setup_keepalive: Local port: 50601, Remote port: 5223",E146,"ARPT: <*>: <*>: setup_keepalive: Local port: <*>, Remote port: <*>"
445,445,446,Jul,3,09:09:58,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,E252,<*>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>
446,446,447,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,"hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927",E227,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>"
447,447,448,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563,E242,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>
448,448,449,Jul,3,09:21:59,authorMacBook-Pro,kernel,0,,"ARPT: 673493.721766: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>: <*>: MDNS: <*> SRV Recs, <*> TXT Recs"
449,449,450,Jul,3,09:22:01,authorMacBook-Pro,kernel,0,,"PM response took 1936 ms (54, powerd)",E288,"PM response took <*> ms (<*>, <*>)"
450,450,451,Jul,3,09:57:10,authorMacBook-Pro,sharingd,30299,,09:57:10.384 : Scanning mode Contacts Only,E70,<*> : <*>
451,451,452,Jul,3,09:57:11,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread
452,452,453,Jul,3,09:57:29,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
453,453,454,Jul,3,09:57:35,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
454,454,455,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,E293,Previous sleep cause: <*>
455,455,456,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,AirPort: Link Up on awdl0,E111,AirPort: Link Up on <*>
456,456,457,Jul,3,10:09:01,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 1,E312,sigio_handler: sigio_handler_active != <*>
457,457,458,Jul,3,10:20:32,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,E161,button report: <*>
458,458,459,Jul,3,10:28:07,authorMacBook-Pro,pkd,324,,enabling pid=30298 for plug-in com.apple.ncplugin.weather(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex,E211,enabling pid=<*> for plug-in <*> <*> <*>
459,459,460,Jul,3,10:32:45,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353296] dealloc,E216,FA||Url||taskID[<*>] dealloc
460,460,461,Jul,3,10:40:41,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",E76,"""<*> <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>"""
461,461,462,Jul,3,10:40:42,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,E82,<*> <*>[<*>/<*>] [lvl=<*>] -[<*> <*>] <*>
462,462,463,Jul,3,11:22:49,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353306] dealloc,E216,FA||Url||taskID[<*>] dealloc
463,463,464,Jul,3,11:27:14,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:27:14.923] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>] <<<< <*> >>>> <*>: <*>
464,464,465,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.472] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,E17,[<*>] <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
465,465,466,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,<*> <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
466,466,467,Jul,3,11:34:44,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:34:44.290] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,<*> <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
467,467,468,Jul,3,11:38:27,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:38:27.892] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce1406d600) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>] <<<< <*> >>>> <*>: (<*>) <*>
468,468,469,Jul,3,11:39:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[hh:mm:ss.mmm] <<<< <*> >>>> <*>: (<*>) <*>
469,469,470,Jul,3,11:41:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>] <<<< <*> >>>> <*>: (<*>) <*>
470,470,471,Jul,3,11:48:35,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:48:35.539] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>] <<<< <*> >>>> <*>: <*>
471,471,472,Jul,3,11:50:02,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,<*> <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
472,472,473,Jul,3,11:50:13,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,<*> <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
473,473,474,Jul,3,11:51:29,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:51:29.334] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,<*> <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
474,474,475,Jul,3,11:56:05,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:56:05.232] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>] <<<< <*> >>>> <*>: <*>
475,475,476,Jul,3,11:58:00,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:58:00.829] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>] <<<< <*> >>>> <*>: <*>
476,476,477,Jul,3,11:58:36,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:58:36.563] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,<*> <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
477,477,478,Jul,3,12:02:22,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:02:22.126] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,E17,[<*>] <*> signalled err=<*> (<*>) (<*>) at <*> line <*>
478,478,479,Jul,3,12:03:48,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:03:48.669] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>] <<<< <*> >>>> <*>: <*>
479,479,480,Jul,3,12:04:32,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:04:32.065] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>] <<<< <*> >>>> <*>: <*>
