,Unnamed: 0,LineId,Time,Component,Pid,Content,EventId,EventTemplate
365,365,366,20171223-22:17:22:849,Step_LSC,30002312,onStandStepChanged 3638,E42,onStandStepChanged <*>
366,366,367,20171223-22:17:22:859,Step_LSC,30002312,onExtend:1514038643000 2 0 4,E39,onExtend:<*> <*> <*> <*>
367,367,368,20171223-22:17:23:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
368,368,369,20171223-22:17:23:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
369,369,370,20171223-22:17:23:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128039,E4,calculateCaloriesWithCache totalCalories=<*>
370,370,371,20171223-22:17:23:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
371,371,372,20171223-22:17:23:165,Step_StandReportReceiver,30002312,REPORT : 7066 5045 151353 240,E47,REPORT : <*> <*> <*> <*>
372,372,373,20171223-22:17:23:348,Step_LSC,30002312,onStandStepChanged 3640,E42,onStandStepChanged <*>
373,373,374,20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,E39,onExtend:<*> <*> <*> <*>
374,374,375,20171223-22:17:23:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
375,375,376,20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
376,376,377,20171223-22:17:23:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128081,E4,calculateCaloriesWithCache totalCalories=<*>
377,377,378,20171223-22:17:23:667,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
378,378,379,20171223-22:17:23:668,Step_StandReportReceiver,30002312,REPORT : 7068 5046 151396 240,E47,REPORT : <*> <*> <*> <*>
379,379,380,20171223-22:17:23:851,Step_LSC,30002312,onStandStepChanged 3642,E42,onStandStepChanged <*>
380,380,381,20171223-22:17:23:861,Step_LSC,30002312,onExtend:1514038644000 2 0 4,E39,onExtend:<*> <*> <*> <*>
381,381,382,20171223-22:17:24:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
382,382,383,20171223-22:17:24:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
383,383,384,20171223-22:17:24:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128124,E4,calculateCaloriesWithCache totalCalories=<*>
384,384,385,20171223-22:17:24:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
385,385,386,20171223-22:17:24:167,Step_StandReportReceiver,30002312,REPORT : 7070 5047 151439 240,E47,REPORT : <*> <*> <*> <*>
386,386,387,20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,E42,onStandStepChanged <*>
387,387,388,20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,E39,onExtend:<*> <*> <*> <*>
388,388,389,20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
389,389,390,20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
390,390,391,20171223-22:17:24:664,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128146,E4,calculateCaloriesWithCache totalCalories=<*>
391,391,392,20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
392,392,393,20171223-22:17:24:668,Step_StandReportReceiver,30002312,REPORT : 7071 5048 151460 240,E47,REPORT : <*> <*> <*> <*>
393,393,394,20171223-22:17:24:848,Step_LSC,30002312,onStandStepChanged 3646,E42,onStandStepChanged <*>
394,394,395,20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,E39,onExtend:<*> <*> <*> <*>
395,395,396,20171223-22:17:25:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
396,396,397,20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
397,397,398,20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,E4,calculateCaloriesWithCache totalCalories=<*>
398,398,399,20171223-22:17:25:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
399,399,400,20171223-22:17:25:163,Step_StandReportReceiver,30002312,REPORT : 7074 5050 151525 240,E47,REPORT : <*> <*> <*> <*>
400,400,401,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,E42,onStandStepChanged <*>
401,401,402,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,E39,onExtend:<*> <*> <*> <*>
402,402,403,20171223-22:17:28:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
403,403,404,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
404,404,405,20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,E4,calculateCaloriesWithCache totalCalories=<*>
405,405,406,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
406,406,407,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,E42,onStandStepChanged <*>
407,407,408,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,E39,onExtend:<*> <*> <*> <*>
408,408,409,20171223-22:17:45:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
409,409,410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
410,410,411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,E4,calculateCaloriesWithCache totalCalories=<*>
411,411,412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
412,412,413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,E47,REPORT : <*> <*> <*> <*>
413,413,414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,E42,onStandStepChanged <*>
414,414,415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>
415,415,416,20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
416,416,417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
417,417,418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,E4,calculateCaloriesWithCache totalCalories=<*>
418,418,419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
419,419,420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,E47,REPORT : <*> <*> <*> <*>
420,420,421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,E42,onStandStepChanged <*>
421,421,422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>
422,422,423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
423,423,424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
424,424,425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,E4,calculateCaloriesWithCache totalCalories=<*>
425,425,426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
426,426,427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,E47,REPORT : <*> <*> <*> <*>
427,427,428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,E42,onStandStepChanged <*>
428,428,429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>
429,429,430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
430,430,431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
431,431,432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,E4,calculateCaloriesWithCache totalCalories=<*>
432,432,433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
433,433,434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,E47,REPORT : <*> <*> <*> <*>
434,434,435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,E42,onStandStepChanged <*>
435,435,436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>
436,436,437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
437,437,438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
438,438,439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,E4,calculateCaloriesWithCache totalCalories=<*>
439,439,440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
440,440,441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,E47,REPORT : <*> <*> <*> <*>
441,441,442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,E42,onStandStepChanged <*>
442,442,443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,E39,onExtend:<*> <*> <*> <*>
443,443,444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
444,444,445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
445,445,446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,E4,calculateCaloriesWithCache totalCalories=<*>
446,446,447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
447,447,448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,E47,REPORT : <*> <*> <*> <*>
448,448,449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,E42,onStandStepChanged <*>
449,449,450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,E39,onExtend:<*> <*> <*> <*>
450,450,451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
451,451,452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
452,452,453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,E4,calculateCaloriesWithCache totalCalories=<*>
453,453,454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
454,454,455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,E47,REPORT : <*> <*> <*> <*>
455,455,456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,E42,onStandStepChanged <*>
456,456,457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:<*> <*> <*> <*>
457,457,458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
458,458,459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
459,459,460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,E4,calculateCaloriesWithCache totalCalories=<*>
460,460,461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
461,461,462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,E47,REPORT : <*> <*> <*> <*>
462,462,463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,E42,onStandStepChanged <*>
463,463,464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:<*> <*> <*> <*>
464,464,465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
465,465,466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
466,466,467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,E4,calculateCaloriesWithCache totalCalories=<*>
467,467,468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
468,468,469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,E47,REPORT : <*> <*> <*> <*>
469,469,470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,E42,onStandStepChanged <*>
470,470,471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:<*> <*> <*> <*>
471,471,472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
472,472,473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
473,473,474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,E4,calculateCaloriesWithCache totalCalories=<*>
474,474,475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
475,475,476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,E47,REPORT : <*> <*> <*> <*>
476,476,477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,E42,onStandStepChanged <*>
477,477,478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:<*> <*> <*> <*>
478,478,479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
479,479,480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
480,480,481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,E4,calculateCaloriesWithCache totalCalories=<*>
481,481,482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
482,482,483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,E47,REPORT : <*> <*> <*> <*>
483,483,484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,E42,onStandStepChanged <*>
484,484,485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,E39,onExtend:<*> <*> <*> <*>
485,485,486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
486,486,487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
487,487,488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,E4,calculateCaloriesWithCache totalCalories=<*>
488,488,489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
489,489,490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,E47,REPORT : <*> <*> <*> <*>
490,490,491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,E42,onStandStepChanged <*>
491,491,492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,E39,onExtend:<*> <*> <*> <*>
492,492,493,20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
493,493,494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
494,494,495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,E4,calculateCaloriesWithCache totalCalories=<*>
495,495,496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
496,496,497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,E47,REPORT : <*> <*> <*> <*>
497,497,498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,E42,onStandStepChanged <*>
498,498,499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,E39,onExtend:<*> <*> <*> <*>
499,499,500,20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
500,500,501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
501,501,502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,E4,calculateCaloriesWithCache totalCalories=<*>
502,502,503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
503,503,504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,E47,REPORT : <*> <*> <*> <*>
504,504,505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,E42,onStandStepChanged <*>
505,505,506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,E39,onExtend:<*> <*> <*> <*>
506,506,507,20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
507,507,508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
508,508,509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,E4,calculateCaloriesWithCache totalCalories=<*>
509,509,510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
510,510,511,20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,E47,REPORT : <*> <*> <*> <*>
511,511,512,20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,E42,onStandStepChanged <*>
512,512,513,20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,E39,onExtend:<*> <*> <*> <*>
513,513,514,20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
514,514,515,20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
515,515,516,20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,E4,calculateCaloriesWithCache totalCalories=<*>
516,516,517,20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
517,517,518,20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,E47,REPORT : <*> <*> <*> <*>
518,518,519,20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,E42,onStandStepChanged <*>
519,519,520,20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,E39,onExtend:<*> <*> <*> <*>
520,520,521,20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
521,521,522,20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
522,522,523,20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,E4,calculateCaloriesWithCache totalCalories=<*>
523,523,524,20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
524,524,525,20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,E47,REPORT : <*> <*> <*> <*>
525,525,526,20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,E42,onStandStepChanged <*>
526,526,527,20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,E39,onExtend:<*> <*> <*> <*>
527,527,528,20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
528,528,529,20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
529,529,530,20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,E4,calculateCaloriesWithCache totalCalories=<*>
530,530,531,20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
531,531,532,20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,E47,REPORT : <*> <*> <*> <*>
532,532,533,20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,E42,onStandStepChanged <*>
533,533,534,20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,E39,onExtend:<*> <*> <*> <*>
534,534,535,20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,E22,getTodayTotalDetailSteps = <*>#<*><*><*><*>#<*>
535,535,536,20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,E58,setTodayTotalDetailSteps=<*>#<*><*><*><*>#<*>
536,536,537,20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,E4,calculateCaloriesWithCache totalCalories=<*>
537,537,538,20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>
538,538,539,20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,E47,REPORT : <*> <*> <*> <*>
539,539,540,20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,E42,onStandStepChanged <*>
