,EventTemplate,Occurrences,Type
412,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:0xXXXXXXXXXXXX h=-&- v=-&- V:[NSScrollView:0xXXXXXXXXXXXX]-(XX)-|   (Names: '|':NSView:0xXXXXXXXXXXXX )>"", ""<NSAutoresizingMaskLayoutConstraint:0xXXXXXXXXXXXX h=-&- v=-&- V:|-(XX)-[NSScrollView:0xXXXXXXXXXXXX]   (Names: '|':NSView:0xXXXXXXXXXXXX )>"", ""<NSAutoresizingMaskLayoutConstraint:0xXXXXXXXXXXXX h=-&- v=--& V:[NSView:0xXXXXXXXXXXXX(0)]>"", ""<NSAutoresizingMaskLayoutConstraint:0xXXXXXXXXXXXX h=-&- v=-&- V:|-(0)-[NSView:0xXXXXXXXXXXXX]   (Names: '|':NSView:0xXXXXXXXXXXXX )>"", ""<NSAutoresizingMaskLayoutConst",1,True
413,HH:mm:ss.SSS : <log message>,1,True
414,[timestamp] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update,1,True
415,Sandbox: com.apple.WebKit({process_id}) {action}({result}) {file_operation} {file_path},1,True
416,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x[constraintID] H:[NSImageView:0x[imageViewID](38)]>"", ""<NSLayoutConstraint:0x[constraintID] H:|-(14)-[NSImageView:0x[imageViewID]]   (Names: [viewName]:0x[viewID], '|':[viewName]:0x[viewID] )>"", ""<NSLayoutConstraint:0x[constraintID] 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: [viewName]:0x[viewID] )>"", ""<NSLayoutConstraint:0x[constraintID] H:[NSImageView:0x[imageViewID]]-(10)-[NSTextField:0x[textFieldID]]>"", ""<NSLayoutConstraint:0x[constraintID] H:[NSTextField:0x[textFieldID]]-(14)-|   (Names: [viewName]:0x[viewID] )>"")",1,True
417,"Configuration Notice: ASL Module ""{module_name}"" sharing output destination ""{output_destination}"" with ASL Module ""{module_name}"". Output parameters from ASL Module ""{module_name}"" override any specified in ASL Module ""{module_name}"".",1,True
418,(DiskStore.Normal:2382) {id} {value},1,True
419,[timestamp] [process name][process ID/thread ID] [log level] [message],1,True
420,DB Path: {},1,True
421,Could not get event name for stream/token: {stream/token}: {error code}: {error message},1,True
422,Error in CoreDragRemoveTrackingHandler: {error_code},1,True
423,"ARPT: <timestamp>: IOPMPowerSource Information: onWake, SleepType: <sleep_type>, 'ExternalConnected': <external_connected>, 'TimeRemaining': <time_remaining>,",1,True
424,-[SOAPParser:0x7f84bad89660 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1,True
425,in6_unlink_ifa: IPv6 address {} has no prefix,1,True
426,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-007.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-007.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-007.pcapng",1,True
427,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[YYYY-MM-DD_HH,mm,ss.mmmmmm] - AssocFail:sts:2_rsn:0.xml",1,True
428,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-019.xml, Current File [DATE]-CCIOReporter-019.xml",1,True
429,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! {app_name}.{app_version} {tc_id} {ip_address},1,True
351,ARPT: %.9f: AirPort_Brcm43xx::%s: %s,1,True
431,{interface}: manual intervention required!,1,True
432,[{timestamp}] [{logger}] [{level}] {message},1,True
433,{}::{} {},1,True
434,"FigByteStreamStatsLogOneRead: ByteStream read of {bytes} bytes @ {timestamp} took {time} secs. to complete, {num_reads} reads >= 1 sec.",1,True
435,{time} : Discoverable mode changed to {mode},1,True
436,"ARPT: %.9f: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq %u, Ack %u, Win size %u",1,True
352,[itemasync_CopyProperty] signalled err=[error code] ([error description]) at [file path] line [line number],1,True
330,{function} is deprecated for {class}. Please use {newFunction}.,1,True
350,"Unexpected payload found for message {messageNumber}, dataLen {dataLength}",1,True
276,"ARPT: {timestamp}: IOPMPowerSource Information: {message}, SleepType: {sleep_type}, 'ExternalConnected': {external_connected}, 'TimeRemaining': {time_remaining},",1,True
264,"ARPT: %.6f: %s: wl_update_tcpkeep_seq: Original Seq: %llu, Ack: %llu, Win size: %d",1,True
265,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- {},1,True
266,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-017.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]=[ERROR_DETAILS]/OneStats//[TIMESTAMP]-CCIOReporter-017.xml",1,True
267,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for {seconds} seconds.  Ignoring.",1,True
268,ARPT: {timestamp}: AirPort_Brcm43xx::syncPowerState: WWEN[{enabled}],1,True
269,{Message},1,True
270,Service exited with abnormal code: {},1,True
271,{Action} manager is not powered on,1,True
272,__[THREAD]-[CLASS METHOD]_block_invoke [INVOCATION NAME] - [MESSAGE] [EXTRA INFO],1,True
273,"network_reachability_changed : {network_status}, netbiosd is {action}",1,True
274,"ARPT: %f: %s: setup_keepalive: interval %d, retry_interval %d, retry_count %d",1,True
275,"CCFile::copyFile fileName is [DATE]-AirPortBrcm4360_Logs-007.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[DATE]-AirPortBrcm4360_Logs-007.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[DATE]=AuthFail:sts:5_rsn:0/DriverLogs//[DATE]-AirPortBrcm4360_Logs-007.txt",1,True
277,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-008.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]",1,True
349,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-063.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-063.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-063.pcapng",1,True
278,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-016.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-016.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-016.pcapng",1,True
279,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-027.xml, Current File [DATE]-CCIOReporter-027.xml",1,True
280,ARPT: %.9f: %s: MDNS: IPV4 Addr: %s,1,True
281,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-032.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]=[ERROR_DETAILS]/OneStats//[TIMESTAMP]-CCIOReporter-032.xml",1,True
282,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-038.xml, Current File [DATE]-CCIOReporter-038.xml",1,True
283,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-040.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-040.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-040.pcapng",1,True
284,"CCFile::copyFile fileName is [TIMESTAMP]-AirPortBrcm4360_Logs-047.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[TIMESTAMP]-AirPortBrcm4360_Logs-047.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[TIMESTAMP]=AuthFail:sts:5_rsn:0/DriverLogs//[TIMESTAMP]-AirPortBrcm4360_Logs-047.txt",1,True
285,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-062.xml, Current File [DATE]-CCIOReporter-062.xml",1,True
286,__[THREAD]-[CLASS METHOD]_block_invoke [BLOCK NAME] - [LOG MESSAGE],1,True
287,"<log_type>: hibernate_flush_memory, <log_description>: buffer_cache_gc freed up 13202 wired pages",1,True
288,{action} time set {time} s,1,True
289,[{component}] [{module}] {message},1,True
263,network changed: v4(en0:{ipv4_address}) v6(en0!:{ipv6_address}) DNS Proxy SMB,1,True
262,"ARPT: %.9f: wl0: setup_keepalive: interval %d, retry_interval %d, retry_count %d",1,True
261,"FigByteStreamStatsLogOneRead: ByteStream read of {bytes} bytes @ {time} took {duration} sec. to complete, {reads} reads >= 0.5 sec.",1,True
260,[IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- %x -- %x -- %x,1,True
235,[DATE] [APPLICATION_NAME][PROCESS_ID/ADDRESS] [LOG_LEVEL] -[METHOD_NAME] [LOG_MESSAGE],1,True
236,ARPT: {timestamp}: AirPort_Brcm43xx::platformWoWEnable: WWEN[{status}],1,True
237,handle_will_sleep_auth_and_shield_windows: Reordering authw 0x%s(%d) (lock state: %d),1,True
238,[timestamp] [applicationName][processID/threadID] [logLevel] [message],1,True
239,PMStats: Hibernate read took {} ms,1,True
240,"ARPT: {}.{}: {}: MDNS: {} SRV Recs, {} TXT Recs",1,True
241,<timestamp> : Scanning mode Contacts Only,1,True
242,network changed: {network_change_type}* {network_change_details},1,True
243,{time} : BTLE discovered device with hash <{hash}>,1,True
244,WARNING: {message},1,True
245,"device_generate_desktop_screenshot: authw {}, shield {}",1,True
246,<function_name> <port_number> <destination_address> failed: [<error_code>] <error_message>,1,True
247,AirPort: Link Down on {}. Reason {} ({}).,1,True
248,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""{reason}"" UserInfo={NSUnderlyingError=0x7fe13512cf70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""{reason}"" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription={reason}}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispa`",1,True
249,[timestamp] [process_name/process_id] [log_level] [function_name] [log_message],1,True
250,[timestamp] [process name][process id/process identifier] [log level] [log message],1,True
251,"<interface>: channel changed to <channel>,<direction>",1,True
252,<<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,1,True
253,host connection <NSXPCConnection: %s> connection from pid %d invalidated,1,True
254,Error in CoreDragRemoveReceiveHandler: {error code},1,True
255,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""{reason}"" UserInfo={NSUnderlyingError=0x7fe133460660 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""{reason}"" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription={reason}}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatc`",1,True
256,"device_generate_lock_screen_screenshot: authw %s(%d)[%d, %d, %d, %d] shield %s(%d), dev [%d,%d]",1,True
257,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""{Error message}"" UserInfo={NSDescription={Error message}}",1,True
258,Configuration Notice: <Log Message>,1,True
259,{function_name}({parameter}) took {time} ms,1,True
290,<action> completed - took <time> msecs,1,True
291,hciControllerOnline; HID devices? {},1,True
292,<IMMacNotificationCenterManager: %x>: notification observer: %s   notification: %s,1,True
321,"device_generate_lock_screen_screenshot: authw %p[%d, %d, %d, %d] shield %p(%d), dev [%d,%d]",1,True
323,{module}_{action} took {time} ms,1,True
324,"hibernate_machine_init: state %d, image pages %d, sum was %s, imageSize %lx, image1Size %lx, conflictCount %d, nextFree %d",1,True
325,Not enough information provided to determine the log template.,1,True
326,"ARPT: %.6f: wl0: setup_keepalive: interval %d, retry_interval %d, retry_count %d",1,True
327,ARPT: <timestamp>: <module>: <message>,1,True
328,.sdef warning for argument '{argument}' of command '{command}' in suite '{suite}': '{error_code}' is not a valid type name.,1,True
329,"FigByteStreamStatsLogOneRead: ByteStream read of {bytes} bytes @ {position} took {time} sec. to complete, {reads} reads >= 0.5 sec.",1,True
331,[%time%] (%module%) %message%,1,True
332,<<<< CRABS >>>> crabsWaitForLoad: [{}] Wait time out - -{} (msRequestTimeout {}),1,True
333,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""{reason}"" UserInfo={NSUnderlyingError=0x7fb7ed616c80 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""{reason}"" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription={reason}}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=4, _k`",1,True
334,"NETWORK: requery, {}, {}, {}, {}, {}, items, fQueryRetries, {}, fLastRetryTimestamp, {}.{}",1,True
335,Failed to stop a scan - central is not powered on: {},1,True
336,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <Details>,1,True
337,<Component>: <Message>,1,True
338,ARPT: %f: %s: setup_keepalive: Remote IP: %s,1,True
339,Wake reason: {reason} ({source}),1,True
340,[BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x6000,1,True
341,vm_compressor_fastwake_warmup ({start} - {end}) - {status},1,True
342,"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES   (Topics: ( ""com.apple.private.alloy.icloudpairing"", ""com.apple.private.alloy.continuity.encryption"", ""com.apple.private.alloy.continuity.activity"", ""com.apple.ess"", ""com.apple.private.ids"", ""com.apple.private.alloy.phonecontinuity"", ""com.apple.madrid"", ""com.apple.private.ac"", ""com.apple.private.alloy.phone.auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy.fmf"", ""com.apple.private.alloy.sms"", ""com.apple.private.alloy.screensharing"", ""com.apple.private.alloy.maps"", ""com.apple.private.alloy.thumper.key`",1,True
343,"Configuration Notice: ASL Module ""{module_name}"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",1,True
344,N/A (This log message does not contain any variables or contextual information),1,True
345,[{timestamp}] {module} {message} at {file} line {line_number},1,True
346,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-044.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]=[ERROR_DETAILS]/OneStats//[TIMESTAMP]-CCIOReporter-044.xml",1,True
347,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[DATE_TIME] - AssocFail:sts:5_rsn:0.xml,1,True
348,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-056.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-056.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-056.pcapng",1,True
322,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: %@>.,1,True
320,Session {} created,1,True
293,ARPT: {timestamp}: AirPort_Brcm43xx::{function}: {message},1,True
319,"[Accounts] Current connection, <NSXPCConnection: %@> connection from pid %d, doesn't have account access.",1,True
294,ARPT: %.6f: wl0: setup_keepalive: Local IP: %s,1,True
295,"2017-07-04 15:03:53.270 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b&cup2key=7:934679018""",1,True
296,network changed: DNS*,1,True
297,"hibernate_teardown: wired_pages {}, free_pages {}, active_pages {}, inactive_pages {}, speculative_pages {}, cleaned_pages {}, compressor_pages {}",1,True
298,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-018.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-018.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:2_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-018.pcapng",1,True
299,<action> done: last_valid_compact_indx <index>,1,True
300,(ImportBailout.Error:1331) Asked to exit for Diskarb,1,True
301,[timestamp] [processName][processID/threadID] [logLevel] [message],1,True
302,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-002.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]=[ERROR_DETAILS]/OneStats//[TIMESTAMP]-CCIOReporter-002.xml",1,True
303,<module_name> <line_number> <function_name> <error_code>,1,True
304,Checking iCDP status for DSID {DSID} (checkWithServer={checkWithServer}),1,True
305,ARPT: %.9f: %s: %s,1,True
306,ARPT: %f: wl0: setup_keepalive: Local IP: %s,1,True
307,network changed: v4({interface}-:{ipv4_address}) v6({interface}-:{ipv6_address}) {dns_status} {proxy_status},1,True
308,"CCFile::copyFile fileName is [TIMESTAMP]-AirPortBrcm4360_Logs-025.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[TIMESTAMP]-AirPortBrcm4360_Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[TIMESTAMP]=AuthFail:sts:5_rsn:0/DriverLogs//[TIMESTAMP]-AirPortBrcm4360_Logs-025.txt",1,True
309,[{timestamp}] {process_name}[{process_id}/{thread_id}] [lvl={log_level}] {log_message},1,True
310,Cocoa scripting error for '{parameter}': {message}.,1,True
311,network changed: v4(en0!:{{IP_ADDRESS}}) DNS+ Proxy+ SMB,1,True
312,-[SOAPParser:0x7f82b1f24e50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1,True
313,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-005.xml, Current File [DATE]-CCIOReporter-005.xml",1,True
314,ARPT: %.9f: wl0: MDNS: IPV6 Addr: %s,1,True
315,ARPT: %.9f: %s: MDNS: IPV6 Addr: %s,1,True
316,[timestamp] <<<< [source] >>>> [message],1,True
317,extension %@ -> (%@),1,True
318,-[SOAPParser:0x7fc7025b2810 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1,True
467,{class}::{function},1,True
