,LineId,Time,Level,Content,EventId,EventTemplate
563,564,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 347 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
564,565,Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 351 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
565,566,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
566,567,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
567,568,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
568,569,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
569,570,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
570,571,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
571,572,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
572,573,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state {state}
573,574,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
574,575,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
575,576,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
576,577,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
577,578,Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
578,579,Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
579,580,Sun Dec 04 07:45:45 2005,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
580,581,Sun Dec 04 08:54:17 2005,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,E4,[client {ip_address}] Directory index forbidden by rule: {directory_path}
581,582,Sun Dec 04 09:35:12 2005,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
582,583,Sun Dec 04 10:53:30 2005,error,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
583,584,Sun Dec 04 11:11:07 2005,error,[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
584,585,Sun Dec 04 11:33:18 2005,error,[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
585,586,Sun Dec 04 11:42:43 2005,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
586,587,Sun Dec 04 12:33:13 2005,error,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,E4,[client {ip_address}] Directory index forbidden by rule: {directory_path}
587,588,Sun Dec 04 13:32:32 2005,error,[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
588,589,Sun Dec 04 14:29:00 2005,error,[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
589,590,Sun Dec 04 15:18:36 2005,error,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
590,591,Sun Dec 04 15:59:01 2005,error,[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
591,592,Sun Dec 04 16:24:03 2005,notice,jk2_init() Found child 1219 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
592,593,Sun Dec 04 16:24:05 2005,error,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,E4,[client {client_ip}] Directory index forbidden by rule: {directory_path}
593,594,Sun Dec 04 16:24:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
594,595,Sun Dec 04 16:24:06 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
595,596,Sun Dec 04 16:31:07 2005,notice,jk2_init() Found child 1248 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
596,597,Sun Dec 04 16:32:37 2005,notice,jk2_init() Found child 1253 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
597,598,Sun Dec 04 16:32:56 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
598,599,Sun Dec 04 16:32:56 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
599,600,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1254 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
600,601,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1256 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
601,602,Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1255 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
602,603,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
603,604,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
604,605,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
605,606,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
606,607,Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {file_path}
607,608,Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
608,609,Sun Dec 04 16:35:49 2005,notice,jk2_init() Found child 1262 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
609,610,Sun Dec 04 16:35:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
610,611,Sun Dec 04 16:35:52 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
611,612,Sun Dec 04 16:41:15 2005,notice,jk2_init() Found child 1275 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
612,613,Sun Dec 04 16:41:16 2005,notice,jk2_init() Found child 1276 in scoreboard slot 9,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
613,614,Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1277 in scoreboard slot 7,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
614,615,Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1278 in scoreboard slot 8,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
615,616,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
616,617,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
617,618,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
618,619,Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {file_path}
619,620,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
620,621,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
621,622,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
622,623,Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
623,624,Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1283 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
624,625,Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1284 in scoreboard slot 9,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
625,626,Sun Dec 04 16:46:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
626,627,Sun Dec 04 16:46:13 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
627,628,Sun Dec 04 16:46:45 2005,notice,jk2_init() Found child 1288 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
628,629,Sun Dec 04 16:47:11 2005,notice,jk2_init() Found child 1291 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
629,630,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1296 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
630,631,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1300 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
631,632,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1298 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
632,633,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1297 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
633,634,Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1299 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
634,635,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
635,636,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state {state}
636,637,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
637,638,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
638,639,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
639,640,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
640,641,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
641,642,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
642,643,Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
643,644,Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
644,645,Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1308 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
645,646,Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1309 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
646,647,Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1313 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
647,648,Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1312 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
648,649,Sun Dec 04 16:52:34 2005,notice,jk2_init() Found child 1320 in scoreboard slot 8,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
649,650,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1321 in scoreboard slot 9,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
650,651,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1322 in scoreboard slot 10,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
651,652,Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1323 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
652,653,Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1324 in scoreboard slot 7,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
653,654,Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1325 in scoreboard slot 8,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
654,655,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
655,656,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
656,657,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
657,658,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
658,659,Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
659,660,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
660,661,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
661,662,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
662,663,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state {state}
663,664,Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
664,665,Sun Dec 04 16:55:54 2005,notice,jk2_init() Found child 1331 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
665,666,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1338 in scoreboard slot 7,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
666,667,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1334 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
667,668,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1336 in scoreboard slot 10,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
668,669,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1337 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
669,670,Sun Dec 04 16:56:25 2005,notice,jk2_init() Found child 1335 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
670,671,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
671,672,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
672,673,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
673,674,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
674,675,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
675,676,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
676,677,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
677,678,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
678,679,Sun Dec 04 16:56:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
679,680,Sun Dec 04 16:56:27 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
680,681,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1358 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
681,682,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1356 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
682,683,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1354 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
683,684,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1357 in scoreboard slot 7,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
684,685,Sun Dec 04 17:01:43 2005,notice,jk2_init() Found child 1355 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
685,686,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
686,687,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
687,688,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
688,689,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
689,690,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
690,691,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
691,692,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
692,693,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
693,694,Sun Dec 04 17:01:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
694,695,Sun Dec 04 17:01:47 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
695,696,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1375 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
696,697,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1376 in scoreboard slot 10,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
697,698,Sun Dec 04 17:05:45 2005,notice,jk2_init() Found child 1377 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
698,699,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
699,700,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
700,701,Sun Dec 04 17:05:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
701,702,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
702,703,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
703,704,Sun Dec 04 17:05:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
704,705,Sun Dec 04 17:11:23 2005,notice,jk2_init() Found child 1387 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
705,706,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1390 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
706,707,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1388 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
707,708,Sun Dec 04 17:11:37 2005,notice,jk2_init() Found child 1389 in scoreboard slot 9,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
708,709,Sun Dec 04 17:12:42 2005,notice,jk2_init() Found child 1393 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
709,710,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1395 in scoreboard slot 10,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
710,711,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1396 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
711,712,Sun Dec 04 17:12:50 2005,notice,jk2_init() Found child 1394 in scoreboard slot 9,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
712,713,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
713,714,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
714,715,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
715,716,Sun Dec 04 17:12:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
716,717,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
717,718,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
718,719,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
719,720,Sun Dec 04 17:12:55 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
720,721,Sun Dec 04 17:12:56 2005,notice,jk2_init() Found child 1397 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
721,722,Sun Dec 04 17:12:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
722,723,Sun Dec 04 17:12:57 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
723,724,Sun Dec 04 17:17:07 2005,notice,jk2_init() Found child 1414 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
724,725,Sun Dec 04 17:17:07 2005,notice,jk2_init() Found child 1412 in scoreboard slot 10,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
725,726,Sun Dec 04 17:17:07 2005,notice,jk2_init() Found child 1413 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
726,727,Sun Dec 04 17:20:38 2005,notice,jk2_init() Found child 1448 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
727,728,Sun Dec 04 17:20:38 2005,notice,jk2_init() Found child 1439 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
728,729,Sun Dec 04 17:20:38 2005,notice,jk2_init() Found child 1441 in scoreboard slot 9,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
729,730,Sun Dec 04 17:20:38 2005,notice,jk2_init() Found child 1450 in scoreboard slot 11,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
730,731,Sun Dec 04 17:20:39 2005,notice,jk2_init() Found child 1449 in scoreboard slot 10,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
731,732,Sun Dec 04 17:20:39 2005,notice,jk2_init() Found child 1440 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
732,733,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
733,734,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
734,735,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
735,736,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
736,737,Sun Dec 04 17:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
737,738,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
738,739,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
739,740,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
740,741,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state {state}
741,742,Sun Dec 04 17:20:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state {state}
742,743,Sun Dec 04 17:21:01 2005,notice,jk2_init() Found child 1452 in scoreboard slot 7,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
743,744,Sun Dec 04 17:21:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok {path}
744,745,Sun Dec 04 17:21:04 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state {state}
745,746,Sun Dec 04 17:26:04 2005,notice,jk2_init() Found child 1461 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
746,747,Sun Dec 04 17:26:39 2005,notice,jk2_init() Found child 1462 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
747,748,Sun Dec 04 17:27:13 2005,notice,jk2_init() Found child 1466 in scoreboard slot 8,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
748,749,Sun Dec 04 17:28:00 2005,notice,jk2_init() Found child 1470 in scoreboard slot 7,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
749,750,Sun Dec 04 17:28:42 2005,notice,jk2_init() Found child 1477 in scoreboard slot 6,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
750,751,Sun Dec 04 17:28:41 2005,notice,jk2_init() Found child 1476 in scoreboard slot 8,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
751,752,Sun Dec 04 17:31:00 2005,notice,jk2_init() Found child 1501 in scoreboard slot 7,E1,jk2_init() Found child {child_pid} in scoreboard slot {slot_number}
752,753,Sun Dec 04 17:31:00 2005,notice,jk2_init() Found child 1502 in scoreboard slot 6,E1,jk2_init() Found child {child_id} in scoreboard slot {slot_number}
