,LineId,Time,Component,Pid,Content,EventId,EventTemplate
320,321,20171223-22:16:1:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469,E58,setTodayTotalDetailSteps={timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
321,322,20171223-22:16:1:165,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127782,E4,calculateCaloriesWithCache totalCalories={totalCalories}
322,323,20171223-22:16:1:172,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
323,324,20171223-22:17:0:123,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:{action}
324,325,20171223-22:17:18:850,Step_LSC,30002312,onStandStepChanged 3626,E42,onStandStepChanged {step}
325,326,20171223-22:17:18:864,Step_LSC,30002312,onExtend:1514038639000 0 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
326,327,20171223-22:17:19:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038500000##7054##548551##8661##16256##27205469,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
327,328,20171223-22:17:19:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
328,329,20171223-22:17:19:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127782,E4,calculateCaloriesWithCache totalCalories={totalCalories}
329,330,20171223-22:17:19:174,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
330,331,20171223-22:17:20:348,Step_LSC,30002312,onStandStepChanged 3628,E42,onStandStepChanged {variable}
331,332,20171223-22:17:20:358,Step_LSC,30002312,onExtend:1514038641000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
332,333,20171223-22:17:20:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7054##548552##8661##16256##27283470,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
333,334,20171223-22:17:20:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
334,335,20171223-22:17:20:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127824,E4,calculateCaloriesWithCache totalCalories={totalCalories}
335,336,20171223-22:17:20:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
336,337,20171223-22:17:20:675,Step_StandReportReceiver,30002312,REPORT : 7056 5037 151139 240,E47,REPORT : {var1} {var2} {var3} {var4}
337,338,20171223-22:17:20:853,Step_LSC,30002312,onStandStepChanged 3630,E42,onStandStepChanged {step}
338,339,20171223-22:17:20:859,Step_LSC,30002312,onExtend:1514038641000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
339,340,20171223-22:17:21:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7056##548553##8661##16256##27284971,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
340,341,20171223-22:17:21:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
341,342,20171223-22:17:21:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127867,E4,calculateCaloriesWithCache totalCalories={totalCalories}
342,343,20171223-22:17:21:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
343,344,20171223-22:17:21:165,Step_StandReportReceiver,30002312,REPORT : 7058 5039 151182 240,E47,REPORT : {var1} {var2} {var3} {var4}
344,345,20171223-22:17:21:348,Step_LSC,30002312,onStandStepChanged 3632,E42,onStandStepChanged {step}
345,346,20171223-22:17:21:353,Step_LSC,30002312,onExtend:1514038642000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
346,347,20171223-22:17:21:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7058##548554##8661##16256##27285475,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
347,348,20171223-22:17:21:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
348,349,20171223-22:17:21:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127910,E4,calculateCaloriesWithCache totalCalories={totalCalories}
349,350,20171223-22:17:21:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
350,351,20171223-22:17:21:668,Step_StandReportReceiver,30002312,REPORT : 7060 5040 151225 240,E47,REPORT : {var1} {var2} {var3} {var4}
351,352,20171223-22:17:21:850,Step_LSC,30002312,onStandStepChanged 3634,E42,onStandStepChanged {step}
352,353,20171223-22:17:21:859,Step_LSC,30002312,onExtend:1514038642000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
353,354,20171223-22:17:22:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7060##548555##8661##16256##27285968,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
354,355,20171223-22:17:22:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
355,356,20171223-22:17:22:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127953,E4,calculateCaloriesWithCache totalCalories={totalCalories}
356,357,20171223-22:17:22:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
357,358,20171223-22:17:22:170,Step_StandReportReceiver,30002312,REPORT : 7062 5042 151268 240,E47,REPORT : {var1} {var2} {var3} {var4}
358,359,20171223-22:17:22:348,Step_LSC,30002312,onStandStepChanged 3636,E42,onStandStepChanged {step}
359,360,20171223-22:17:22:363,Step_LSC,30002312,onExtend:1514038643000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
360,361,20171223-22:17:22:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7062##548556##8661##16256##27286470,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
361,362,20171223-22:17:22:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
362,363,20171223-22:17:22:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127996,E4,calculateCaloriesWithCache totalCalories={totalCalories}
363,364,20171223-22:17:22:665,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
364,365,20171223-22:17:22:665,Step_StandReportReceiver,30002312,REPORT : 7064 5043 151310 240,E47,REPORT : {var1} {var2} {var3} {var4}
365,366,20171223-22:17:22:849,Step_LSC,30002312,onStandStepChanged 3638,E42,onStandStepChanged {step}
366,367,20171223-22:17:22:859,Step_LSC,30002312,onExtend:1514038643000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
367,368,20171223-22:17:23:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
368,369,20171223-22:17:23:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
369,370,20171223-22:17:23:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128039,E4,calculateCaloriesWithCache totalCalories={totalCalories}
370,371,20171223-22:17:23:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
371,372,20171223-22:17:23:165,Step_StandReportReceiver,30002312,REPORT : 7066 5045 151353 240,E47,REPORT : {var1} {var2} {var3} {var4}
372,373,20171223-22:17:23:348,Step_LSC,30002312,onStandStepChanged 3640,E42,onStandStepChanged {variable}
373,374,20171223-22:17:23:358,Step_LSC,30002312,onExtend:1514038644000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
374,375,20171223-22:17:23:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
375,376,20171223-22:17:23:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
376,377,20171223-22:17:23:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128081,E4,calculateCaloriesWithCache totalCalories={totalCalories}
377,378,20171223-22:17:23:667,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
378,379,20171223-22:17:23:668,Step_StandReportReceiver,30002312,REPORT : 7068 5046 151396 240,E47,REPORT : {var1} {var2} {var3} {var4}
379,380,20171223-22:17:23:851,Step_LSC,30002312,onStandStepChanged 3642,E42,onStandStepChanged {variable}
380,381,20171223-22:17:23:861,Step_LSC,30002312,onExtend:1514038644000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
381,382,20171223-22:17:24:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
382,383,20171223-22:17:24:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
383,384,20171223-22:17:24:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128124,E4,calculateCaloriesWithCache totalCalories={totalCalories}
384,385,20171223-22:17:24:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
385,386,20171223-22:17:24:167,Step_StandReportReceiver,30002312,REPORT : 7070 5047 151439 240,E47,REPORT : {var1} {var2} {var3} {var4}
386,387,20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,E42,onStandStepChanged {variable}
387,388,20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
388,389,20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,E22,getTodayTotalDetailSteps = {timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
389,390,20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
390,391,20171223-22:17:24:664,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128146,E4,calculateCaloriesWithCache totalCalories={totalCalories}
391,392,20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
392,393,20171223-22:17:24:668,Step_StandReportReceiver,30002312,REPORT : 7071 5048 151460 240,E47,REPORT : {var1} {var2} {var3} {var4}
393,394,20171223-22:17:24:848,Step_LSC,30002312,onStandStepChanged 3646,E42,onStandStepChanged {variable}
394,395,20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
395,396,20171223-22:17:25:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,E22,getTodayTotalDetailSteps = {timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
396,397,20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
397,398,20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,E4,calculateCaloriesWithCache totalCalories={totalCalories}
398,399,20171223-22:17:25:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
399,400,20171223-22:17:25:163,Step_StandReportReceiver,30002312,REPORT : 7074 5050 151525 240,E47,REPORT : {var1} {var2} {var3} {var4}
400,401,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,E42,onStandStepChanged {variable}
401,402,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,E39,onExtend:{timestamp} {value1} {value2} {value3}
402,403,20171223-22:17:28:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
403,404,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
404,405,20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,E4,calculateCaloriesWithCache totalCalories={totalCalories}
405,406,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
406,407,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,E42,onStandStepChanged {variable}
407,408,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
408,409,20171223-22:17:45:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
409,410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
410,411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,E4,calculateCaloriesWithCache totalCalories={totalCalories}
411,412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
412,413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,E47,REPORT : {var1} {var2} {var3} {var4}
413,414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,E42,onStandStepChanged {variable}
414,415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
415,416,20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
416,417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
417,418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,E4,calculateCaloriesWithCache totalCalories={totalCalories}
418,419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
419,420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,E47,REPORT : {var1} {var2} {var3} {var4}
420,421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,E42,onStandStepChanged {int}
421,422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
422,423,20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
423,424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
424,425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,E4,calculateCaloriesWithCache totalCalories={totalCalories}
425,426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
426,427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,E47,REPORT : {var1} {var2} {var3} {var4}
427,428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,E42,onStandStepChanged {step}
428,429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
429,430,20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,E22,getTodayTotalDetailSteps = {timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
430,431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,E58,setTodayTotalDetailSteps={timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
431,432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,E4,calculateCaloriesWithCache totalCalories={totalCalories}
432,433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
433,434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,E47,REPORT : {var1} {var2} {var3} {var4}
434,435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,E42,onStandStepChanged {integer}
435,436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
436,437,20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,E22,getTodayTotalDetailSteps = {timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
437,438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
438,439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,E4,calculateCaloriesWithCache totalCalories={totalCalories}
439,440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
440,441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,E47,REPORT : {var1} {var2} {var3} {var4}
441,442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,E42,onStandStepChanged {int}
442,443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
443,444,20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
444,445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,E58,setTodayTotalDetailSteps={timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
445,446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,E4,calculateCaloriesWithCache totalCalories={totalCalories}
446,447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
447,448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,E47,REPORT : {var1} {var2} {var3} {var4}
448,449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,E42,onStandStepChanged {integer}
449,450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
450,451,20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,E22,getTodayTotalDetailSteps = {timestamp}##{num1}##{num2}##{num3}##{num4}##{num5}
451,452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
452,453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,E4,calculateCaloriesWithCache totalCalories={totalCalories}
453,454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
454,455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,E47,REPORT : {var1} {var2} {var3} {var4}
455,456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,E42,onStandStepChanged {int}
456,457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
457,458,20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,E22,getTodayTotalDetailSteps = {timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
458,459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,E58,setTodayTotalDetailSteps={timestamp}##{var1}##{var2}##{var3}##{var4}##{var5}
459,460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,E4,calculateCaloriesWithCache totalCalories={totalCalories}
460,461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
461,462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,E47,REPORT : {var1} {var2} {var3} {var4}
462,463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,E42,onStandStepChanged {integer}
463,464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
464,465,20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,E22,getTodayTotalDetailSteps = {timestamp}##{number1}##{number2}##{number3}##{number4}##{number5}
465,466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
466,467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,E4,calculateCaloriesWithCache totalCalories={totalCalories}
467,468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
468,469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,E47,REPORT : {var1} {var2} {var3} {var4}
469,470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,E42,onStandStepChanged {step}
470,471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
471,472,20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
472,473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
473,474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,E4,calculateCaloriesWithCache totalCalories={totalCalories}
474,475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
475,476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,E47,REPORT : {var1} {var2} {var3} {var4}
476,477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,E42,onStandStepChanged {step}
477,478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
478,479,20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
479,480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,E58,setTodayTotalDetailSteps={timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
480,481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,E4,calculateCaloriesWithCache totalCalories={totalCalories}
481,482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude={altitude}
482,483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,E47,REPORT : {var1} {var2} {var3} {var4}
483,484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,E42,onStandStepChanged {step}
484,485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,E39,onExtend:{timestamp} {value1} {value2} {value3}
485,486,20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,E22,getTodayTotalDetailSteps = {timestamp}##{value1}##{value2}##{value3}##{value4}##{value5}
